乌鸦的拇指 カラスの親指,,伊藤匡史,,伊藤匡史,,阿部宽,,石原里美,,村上昭二,"['剧情', '悬疑']",160分钟,2012,日本, 日语,7.7
当男人爱上女人 When a Man Loves a Woman,,路易斯·曼多基,,艾尔·弗兰肯,,安迪·加西亚,,梅格·瑞恩,,艾伦·伯斯汀,"['剧情', '爱情']",126分钟,1994,美国, 英语 / 泰语,7.7
英雄儿女,,武兆堤,,毛烽,,田方,,周文彬,,刘尚娴,"['剧情', '战争']",110分钟,1964,中国大陆, 汉语普通话,7.7
脱欧：无理之战 Brexit: The Uncivil War,,托比·海恩斯,,詹姆斯·格拉厄姆,,本尼迪克特·康伯巴奇,,李·博德曼,,奥利弗·莫尔特曼,['剧情'],92分钟,2019,英国 / 美国, 英语,7.7
父亲与伊藤先生 お父さんと伊藤さん,,棚田由纪,,黑泽久子,,上野树里,,中川雅也,,藤龙也,"['剧情', '喜剧', '家庭']",119分钟,2016,日本, 日语,7.7
光阴的故事 光陰的故事,,杨德昌,,杨德昌,,张艾嘉,,石安妮,,李立群,['剧情'],106分钟(台湾),1982,台湾, 汉语普通话,7.7
特朗勃 Trumbo,,杰伊·罗奇,,约翰·麦克纳马拉,,布莱恩·科兰斯顿,,戴安·琳恩,,海伦·米伦,"['剧情', '传记']",124分钟,2015,美国, 英语,7.7
决战以拉谷 In The Valley of Elah,,保罗·哈吉斯,,保罗·哈吉斯,,汤米·李·琼斯,,查理兹·塞隆,,杰森·帕特里克,"['剧情', '悬疑', '犯罪']",121 分钟,2007,美国, 英语,7.7
雷雨,,孙道临,,孙道临,,孙道临,,顾永菲,,马晓伟,"['剧情', '家庭']",113分钟,1984,中国大陆, 汉语普通话,7.7
马文的房间 Marvin's Room,,杰瑞·扎克斯,,斯科特·麦克弗森,,梅丽尔·斯特里普,,莱昂纳多·迪卡普里奥,,黛安·基顿,"['剧情', '家庭']",98分钟,1996,美国, 英语,7.7
书店 The Bookshop,,伊莎贝尔·科赛特,,伊莎贝尔·科赛特,,艾米莉·莫迪默,,比尔·奈伊,,派翠西娅·克拉克森,['剧情'],113分钟,2017,英国 / 西班牙 / 德国, 英语,7.7
上甘岭 上甘嶺,,沙蒙,,林杉,,高保成,,徐林格,,张亮,"['剧情', '战争']",124分钟,1956,中国大陆, 汉语普通话,7.7
最后一班地铁 Le dernier métro,,弗朗索瓦·特吕弗,,弗朗索瓦·特吕弗,,凯瑟琳·德纳芙,,热拉尔·德帕迪约,,让·普瓦雷,"['剧情', '爱情']",131分钟,1980,法国, 法语 / 德语,7.7
我是爱 Io sono l'amore,,卢卡·瓜达尼诺,,Barbara Alberti,,蒂尔达·斯文顿,,马里莎·贝伦森,,阿尔巴·罗尔瓦赫尔,['剧情'],120分钟,2009,意大利, 意大利语 / 俄语 / 英语,7.7
同窗的爱 Fucking Åmål,,鲁卡斯·穆迪森,,鲁卡斯·穆迪森,,亚历桑德拉·达尔斯托姆,,瑞贝卡·里尔杰伯格,,艾丽卡·卡尔松 Erica Carlson,"['剧情', '喜剧', '爱情', '同性']",89 分钟,1998,瑞典 / 丹麦, 瑞典语,7.7
赵先生,,吕乐,,述平,,施京明,,张芝华,,蒋雯丽,['剧情'],89 分钟,1998,香港 / 中国大陆, 汉语普通话 / 上海话,7.7
在人海中遇见你 Medianeras,,加斯塔夫·塔雷托,,加斯塔夫·塔雷托,,哈维尔·多罗拉斯,,皮拉尔·洛佩斯·德·阿亚拉,,Miguel Dedovich,"['剧情', '喜剧']",94分钟,2011,阿根廷 / 西班牙 / 德国, 西班牙语 / 法语 / 英语 / 意大利语 / 德语,7.7
初缠恋后的2人世界,,葛民辉,,叶念琛,,葛民辉,,金城武,,莫文蔚,['剧情'],96分钟,1997,香港, 粤语 / 汉语普通话,7.7
凶暴的男人 その男、凶暴につき,,北野武,,北野武,,北野武,,川上麻衣子,,平泉成,"['剧情', '动作', '惊悚', '犯罪']",103 分钟,1989,日本, 日语,7.7
美好的一天 Un día perfecto,,费尔南多·莱昂·德·阿拉诺亚,,费尔南多·莱昂·德·阿拉诺亚,,本尼西奥·德尔·托罗,,欧嘉·柯瑞兰寇,,蒂姆·罗宾斯,"['剧情', '喜剧', '战争']",106分钟,2015,西班牙, 英语 / 塞尔维亚语 / 西班牙语 / 法语,7.7
圣诞传说 Joulutarina,,卓哈·沃里诸基,,马尔科·雷诺,,汉努-佩卡·约克曼,,奥托·古斯塔夫松,,乔纳斯·里尼,"['剧情', '家庭', '奇幻']",83分钟,2007,芬兰, 芬兰语,7.7
同栖生活 パレード,,行定勋,,行定勋,,藤原龙也,,香里奈,,贯地谷栞,['剧情'],118分钟,2009,日本, 日语,7.7
